"is_in_union","division_numeric_code","population_count","age_range","mid_year"
"Y",894,1595937,"15-49","2003"
"N",4,1445138,"15-49","2003"
"N",8,281811,"15-49","2003"
"N",12,5151853,"15-49","2003"
"N",16,6559,"15-49","2003"
"N",24,1764329,"15-49","2003"
"N",28,14175,"15-49","2003"
"N",31,950362,"15-49","2003"
"N",32,4258996,"15-49","2003"
"N",36,2136227,"15-49","2003"
"N",40,898807,"15-49","2003"
"N",44,52942,"15-49","2003"
"N",48,85572,"15-49","2003"
"N",50,7801873,"15-49","2003"
"N",51,317809,"15-49","2003"
"N",52,30302,"15-49","2003"
"N",56,821875,"15-49","2003"
"N",60,7449,"15-49","2003"
"N",64,56052,"15-49","2003"
"N",68,867183,"15-49","2003"
"N",70,349700,"15-49","2003"
"N",72,287593,"15-49","2003"
"N",76,20269087,"15-49","2003"
"N",84,26751,"15-49","2003"
"N",90,37934,"15-49","2003"
"N",92,3419,"15-49","2003"
"N",96,45775,"15-49","2003"
"N",100,678891,"15-49","2003"
"N",104,5510439,"15-49","2003"
"N",108,681399,"15-49","2003"
"N",112,1061079,"15-49","2003"
"N",116,1263010,"15-49","2003"
"N",120,1245376,"15-49","2003"
"N",124,3468605,"15-49","2003"
"N",132,65547,"15-49","2003"
"N",136,6322,"15-49","2003"
"N",140,228073,"15-49","2003"
"N",144,1885715,"15-49","2003"
"N",148,479458,"15-49","2003"
"N",152,2231757,"15-49","2003"
"N",156,103471497,"15-49","2003"
"N",158,2854318,"15-49","2003"
"N",170,5415844,"15-49","2003"
"N",174,50780,"15-49","2003"
"N",175,19492,"15-49","2003"
"N",178,359664,"15-49","2003"
"N",180,4029223,"15-49","2003"
"N",184,2345,"15-49","2003"
"N",188,563689,"15-49","2003"
"N",191,399053,"15-49","2003"
"N",192,1072980,"15-49","2003"
"N",196,118169,"15-49","2003"
"N",203,1149060,"15-49","2003"
"N",204,500274,"15-49","2003"
"N",208,452600,"15-49","2003"
"N",212,10428,"15-49","2003"
"N",214,1007565,"15-49","2003"
"N",218,1448956,"15-49","2003"
"N",222,699843,"15-49","2003"
"N",226,60908,"15-49","2003"
"N",231,5357497,"15-49","2003"
"N",232,239047,"15-49","2003"
"N",233,154883,"15-49","2003"
"N",234,5140,"15-49","2003"
"N",238,250,"15-49","2003"
"N",242,84616,"15-49","2003"
"N",246,473921,"15-49","2003"
"N",250,5718604,"15-49","2003"
"N",254,28179,"15-49","2003"
"N",258,39153,"15-49","2003"
"N",262,101861,"15-49","2003"
"N",266,127560,"15-49","2003"
"N",268,385114,"15-49","2003"
"N",270,94072,"15-49","2003"
"N",275,263925,"15-49","2003"
"N",276,7923845,"15-49","2003"
"N",288,2042974,"15-49","2003"
"N",292,3810,"15-49","2003"
"N",296,8460,"15-49","2003"
"N",300,1201243,"15-49","2003"
"N",304,7463,"15-49","2003"
"N",308,17245,"15-49","2003"
"N",312,49868,"15-49","2003"
"N",316,18888,"15-49","2003"
"N",320,1190522,"15-49","2003"
"N",324,455614,"15-49","2003"
"N",328,75660,"15-49","2003"
"N",332,914818,"15-49","2003"
"N",340,745300,"15-49","2003"
"N",344,940808,"15-49","2003"
"N",348,1138534,"15-49","2003"
"N",352,34436,"15-49","2003"
"N",356,68776871,"15-49","2003"
"N",360,18125140,"15-49","2003"
"N",364,7105029,"15-49","2003"
"N",368,2439735,"15-49","2003"
"N",372,518826,"15-49","2003"
"N",376,686971,"15-49","2003"
"N",380,5833057,"15-49","2003"
"N",384,1537270,"15-49","2003"
"N",388,432135,"15-49","2003"
"N",392,13869860,"15-49","2003"
"N",398,1600929,"15-49","2003"
"N",400,590362,"15-49","2003"
"N",404,3444323,"15-49","2003"
"N",408,2084781,"15-49","2003"
"N",410,5963542,"15-49","2003"
"N",414,254302,"15-49","2003"
"N",417,477246,"15-49","2003"
"N",418,512428,"15-49","2003"
"N",422,607515,"15-49","2003"
"N",426,232741,"15-49","2003"
"N",428,270800,"15-49","2003"
"N",430,274984,"15-49","2003"
"N",434,633676,"15-49","2003"
"N",438,3152,"15-49","2003"
"N",440,366459,"15-49","2003"
"N",442,45823,"15-49","2003"
"N",446,76763,"15-49","2003"
"N",450,1245357,"15-49","2003"
"N",454,870444,"15-49","2003"
"N",458,2663986,"15-49","2003"
"N",462,30400,"15-49","2003"
"N",466,556436,"15-49","2003"
"N",470,42458,"15-49","2003"
"N",474,51584,"15-49","2003"
"N",478,270602,"15-49","2003"
"N",480,123528,"15-49","2003"
"N",484,11195952,"15-49","2003"
"N",496,294764,"15-49","2003"
"N",498,401893,"15-49","2003"
"N",499,61200,"15-49","2003"
"N",500,760,"15-49","2003"
"N",504,3853084,"15-49","2003"
"N",508,1378725,"15-49","2003"
"N",512,235098,"15-49","2003"
"N",516,296145,"15-49","2003"
"N",520,971,"15-49","2003"
"N",524,1325056,"15-49","2003"
"N",528,1444479,"15-49","2003"
"N",531,16533,"15-49","2003"
"N",533,13923,"15-49","2003"
"N",540,35618,"15-49","2003"
"N",548,17533,"15-49","2003"
"N",554,418146,"15-49","2003"
"N",558,612964,"15-49","2003"
"N",562,429978,"15-49","2003"
"N",566,8977173,"15-49","2003"
"N",578,442358,"15-49","2003"
"N",583,12648,"15-49","2003"
"N",584,5130,"15-49","2003"
"N",585,2421,"15-49","2003"
"N",586,12439411,"15-49","2003"
"N",591,355909,"15-49","2003"
"N",598,495586,"15-49","2003"
"N",600,628965,"15-49","2003"
"N",604,3210781,"15-49","2003"
"N",608,8105636,"15-49","2003"
"N",616,4244314,"15-49","2003"
"N",620,1031403,"15-49","2003"
"N",624,105119,"15-49","2003"
"N",626,62647,"15-49","2003"
"N",630,453921,"15-49","2003"
"N",634,54613,"15-49","2003"
"N",638,119926,"15-49","2003"
"N",642,2167442,"15-49","2003"
"N",643,16327302,"15-49","2003"
"N",646,1096124,"15-49","2003"
"N",659,5981,"15-49","2003"
"N",660,2098,"15-49","2003"
"N",662,20714,"15-49","2003"
"N",670,13097,"15-49","2003"
"N",678,16402,"15-49","2003"
"N",682,2063507,"15-49","2003"
"N",686,847742,"15-49","2003"
"N",688,943631,"15-49","2003"
"N",690,12757,"15-49","2003"
"N",694,355687,"15-49","2003"
"N",702,495501,"15-49","2003"
"N",703,677203,"15-49","2003"
"N",704,7953839,"15-49","2003"
"N",705,239923,"15-49","2003"
"N",706,779352,"15-49","2003"
"N",710,8098704,"15-49","2003"
"N",716,1190013,"15-49","2003"
"N",724,4674490,"15-49","2003"
"N",728,474206,"15-49","2003"
"N",729,2331958,"15-49","2003"
"N",732,33865,"15-49","2003"
"N",740,56124,"15-49","2003"
"N",748,149067,"15-49","2003"
"N",752,822845,"15-49","2003"
"N",756,700347,"15-49","2003"
"N",760,1971953,"15-49","2003"
"N",762,532679,"15-49","2003"
"N",764,6109945,"15-49","2003"
"N",768,439858,"15-49","2003"
"N",772,136,"15-49","2003"
"N",776,11283,"15-49","2003"
"N",780,187686,"15-49","2003"
"N",784,290227,"15-49","2003"
"N",788,1362178,"15-49","2003"
"N",792,5903181,"15-49","2003"
"N",795,471313,"15-49","2003"
"N",796,3360,"15-49","2003"
"N",798,917,"15-49","2003"
"N",800,2110207,"15-49","2003"
"N",804,4488424,"15-49","2003"
"N",807,173276,"15-49","2003"
"N",818,6642713,"15-49","2003"
"N",826,5787735,"15-49","2003"
"N",830,15678,"15-49","2003"
"N",834,3061501,"15-49","2003"
"N",840,30650307,"15-49","2003"
"N",850,15232,"15-49","2003"
"N",854,640014,"15-49","2003"
"N",858,353924,"15-49","2003"
"N",860,2439747,"15-49","2003"
"N",862,3152002,"15-49","2003"
"N",876,2107,"15-49","2003"
"N",882,16091,"15-49","2003"
"N",887,1579748,"15-49","2003"
"N",894,996401,"15-49","2003"
"Y",4,3619541,"15-49","2004"
"Y",8,523664,"15-49","2004"
"Y",12,3961995,"15-49","2004"
"Y",16,7936,"15-49","2004"
"Y",24,2391873,"15-49","2004"
"Y",28,9477,"15-49","2004"
"Y",31,1509839,"15-49","2004"
"Y",32,5402737,"15-49","2004"
"Y",36,2790102,"15-49","2004"
"Y",40,1139593,"15-49","2004"
"Y",44,35813,"15-49","2004"
"Y",48,109204,"15-49","2004"
"Y",50,27576216,"15-49","2004"
"Y",51,546068,"15-49","2004"
"Y",52,43353,"15-49","2004"
"Y",56,1610673,"15-49","2004"
"Y",60,8855,"15-49","2004"
"Y",64,97632,"15-49","2004"
"Y",68,1301733,"15-49","2004"
"Y",70,619789,"15-49","2004"
"Y",72,190035,"15-49","2004"
"Y",76,30371945,"15-49","2004"
"Y",84,43071,"15-49","2004"
"Y",90,71009,"15-49","2004"
"Y",92,2941,"15-49","2004"
"Y",96,60268,"15-49","2004"
"Y",100,1176702,"15-49","2004"
"Y",104,8182418,"15-49","2004"
"Y",108,920392,"15-49","2004"
"Y",112,1521440,"15-49","2004"
"Y",116,2187289,"15-49","2004"
"Y",120,2707397,"15-49","2004"
"Y",124,4539865,"15-49","2004"
"Y",132,50026,"15-49","2004"
"Y",136,8331,"15-49","2004"
"Y",140,700574,"15-49","2004"
"Y",144,3434019,"15-49","2004"
"Y",148,1558290,"15-49","2004"
"Y",152,2019117,"15-49","2004"
"Y",156,265631012,"15-49","2004"
"Y",158,3436306,"15-49","2004"
"Y",170,5968815,"15-49","2004"
"Y",174,89816,"15-49","2004"
"Y",175,22434,"15-49","2004"
"Y",178,501156,"15-49","2004"
"Y",180,7686908,"15-49","2004"
"Y",184,2126,"15-49","2004"
"Y",188,567349,"15-49","2004"
"Y",191,656817,"15-49","2004"
"Y",192,1971848,"15-49","2004"
"Y",196,140551,"15-49","2004"
"Y",203,1386019,"15-49","2004"
"Y",204,1259455,"15-49","2004"
"Y",208,780225,"15-49","2004"
"Y",212,6770,"15-49","2004"
"Y",214,1316499,"15-49","2004"
"Y",218,2041891,"15-49","2004"
"Y",222,864117,"15-49","2004"
"Y",226,97309,"15-49","2004"
"Y",231,10790680,"15-49","2004"
"Y",232,398323,"15-49","2004"
"Y",233,184706,"15-49","2004"
"Y",234,4960,"15-49","2004"
"Y",238,448,"15-49","2004"
"Y",242,132515,"15-49","2004"
"Y",246,712899,"15-49","2004"
"Y",250,8681736,"15-49","2004"
"Y",254,20650,"15-49","2004"
"Y",258,29488,"15-49","2004"
"Y",262,91116,"15-49","2004"
"Y",266,186107,"15-49","2004"
"Y",268,727679,"15-49","2004"
"Y",270,243701,"15-49","2004"
"Y",275,515000,"15-49","2004"
"Y",276,11464487,"15-49","2004"
"Y",288,3070873,"15-49","2004"
"Y",292,3565,"15-49","2004"
"Y",296,15004,"15-49","2004"
"Y",300,1605861,"15-49","2004"
"Y",304,6901,"15-49","2004"
"Y",308,9290,"15-49","2004"
"Y",312,57874,"15-49","2004"
"Y",316,20922,"15-49","2004"
"Y",320,1872684,"15-49","2004"
"Y",324,1598648,"15-49","2004"
"Y",328,113127,"15-49","2004"
"Y",332,1356567,"15-49","2004"
"Y",340,1026199,"15-49","2004"
"Y",344,1101560,"15-49","2004"
"Y",348,1326903,"15-49","2004"
"Y",352,37809,"15-49","2004"
"Y",356,212459404,"15-49","2004"
"Y",360,43112326,"15-49","2004"
"Y",364,12703170,"15-49","2004"
"Y",368,3759529,"15-49","2004"
"Y",372,553987,"15-49","2004"
"Y",376,860276,"15-49","2004"
"Y",380,7968561,"15-49","2004"
"Y",384,2439640,"15-49","2004"
"Y",388,276233,"15-49","2004"
"Y",392,14597039,"15-49","2004"
"Y",398,2678353,"15-49","2004"
"Y",400,770638,"15-49","2004"
"Y",404,5159083,"15-49","2004"
"Y",408,4363204,"15-49","2004"
"Y",410,7816659,"15-49","2004"
"Y",414,282820,"15-49","2004"
"Y",417,892323,"15-49","2004"
"Y",418,852434,"15-49","2004"
"Y",422,553246,"15-49","2004"
"Y",426,288304,"15-49","2004"
"Y",428,307856,"15-49","2004"
"Y",430,454825,"15-49","2004"
"Y",434,950543,"15-49","2004"
